0.0022075,148.9,148.9,66.8,65.8,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149,149.3,137.7,150.6,133.3,46.1,45.7,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.6,53.9,49.3,69.2,98.2,48.9,-0.1,3.7109e+06,1.3169e+05,80.2,30.1,143.4,142,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.0050069,148.9,148.9,66.8,66,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,148.9,149.4,137.8,150.7,134,46.2,45.8,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.7,53.9,49.3,69.2,98.2,48.9,-0.1,3.5613e+06,1.3221e+05,80.1,30.1,143.4,142.4,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.0078189,148.9,148.9,66.8,66,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,148.9,149.3,137.9,150.2,134.3,46.2,45.9,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.7,53.9,49.4,69.2,98.3,48.8,-0.1,3.5754e+06,1.3208e+05,80.2,30.1,143.4,142.2,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.010611,148.9,148.9,66.9,66.1,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,148.9,149.3,138.2,150.1,134.5,46.3,46.1,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.7,53.9,49.3,69.1,98.2,48.9,-0.1,3.5416e+06,1.3204e+05,80.1,30.1,143.6,142.3,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.013411,148.9,148.9,66.9,66.2,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149.2,149.3,138.4,150.1,135.1,46.3,46.3,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.7,53.9,49.3,69.1,98.2,48.9,0,3.5484e+06,1.3179e+05,80.1,30.1,143.8,142.6,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.0162,148.9,148.9,67,66.3,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149.6,149.3,138.8,150.2,135.5,46.3,46.2,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.6,53.9,49.3,69.2,98.2,48.9,0,3.5258e+06,1.3161e+05,80,30.1,144.2,142.8,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.019006,148.9,148.9,67.1,66.4,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149.9,149.5,139,150.5,135.9,46.5,46.4,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.7,53.9,49.3,69.1,98.2,48.9,0,3.3357e+06,1.318e+05,80.1,30.1,144.4,143.2,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.021797,148.9,148.9,67.1,66.5,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149.9,149.3,139.2,149.9,136.4,46.5,46.4,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.6,53.9,49.3,69.1,98.2,48.9,0,3.2793e+06,1.3194e+05,80.1,30.1,144.5,143.1,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.0246,148.9,148.9,67.1,66.5,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149.9,149.1,139.3,149.6,136.4,46.4,46.5,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.7,53.9,49.3,69.1,98.2,48.9,-0.1,3.2307e+06,1.3213e+05,80,30.2,144.6,143,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.027399,148.9,148.9,67.2,66.6,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149.8,149.2,139.4,149.2,136.6,46.6,46.7,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.7,53.9,49.3,69.1,98.2,48.9,-0.1,3.2141e+06,1.32e+05,80.1,30.2,144.6,142.9,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.030194,148.9,148.9,67.1,66.6,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149.3,149.1,139.4,149.5,136.8,46.5,46.8,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.6,53.9,49.3,69.1,98.2,48.9,-0.1,3.2072e+06,1.3159e+05,80,30.2,144.3,143.1,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
0.032998,148.9,148.9,67.2,66.6,8,16,24,60,60,60,60,60,60,60,55,60,25,55,50,70,100,50,98.9,98.9,149.2,149,139.8,149.4,137,46.6,46.8,0,19.8,17.3,60,60,60,60,60,60,60,55,60,24.6,53.9,49.3,69.1,98.2,48.8,-0.1,3.2073e+06,1.3186e+05,80,30.2,144.5,143.3,10000,2,1,1,1,2,2,2,1.111e+18,1.111e+18,1.101e+18
